"OKV_SCHEMA","DL_NAAM","DL_ID","DL_RUN_ID","PROCES_NAAM","DL_FREQUENTIE_INFO","PROCES_STATUS","VERSCHIL","TYPE_DL_NAAM","AANTAL_RUNS_PER_BRON","AANTAL_RUNS_GOED","AANTAL_RUNS_FOUT","RUN_FOUT","START_TIJD","EIND_TIJD"
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8019,"ControlerenPakbon","weekdagelijks om 02:00 Uur","Afgebroken",24953,"bestand",426,157,269,5,27-06-2023 02:01_37,14-07-2023 09:54_19
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8019,"LadenBestanden","weekdagelijks om 02:00 Uur","Afgebroken",24953,"bestand",426,157,269,5,27-06-2023 02:03_34,14-07-2023 09:56_16
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8019,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,5,14-07-2023 09:57_28,14-07-2023 09:57_28
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8019,"MasterBestandHarnas","weekdagelijks om 02:00 Uur","Afgebroken",24961,"bestand",426,157,269,5,27-06-2023 02:00_29,14-07-2023 10:01_05
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8019,"PlatBestandHarnas","weekdagelijks om 02:00 Uur","Afgebroken",24957,"bestand",426,157,269,5,27-06-2023 02:00_34,14-07-2023 09:57_16
"OKV_STORAGE_PO","storage.storagedagelijks",71,8018,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,27-06-2023 00:04_41,27-06-2023 00:04_41
"OKV_STORAGE_PO","storage.storagedagelijks",71,8009,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,26-06-2023 00:08_45,26-06-2023 00:08_45
"OKV_STORAGE_PO","storage.storagedagelijks",71,8007,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,25-06-2023 00:07_17,25-06-2023 00:07_17
"OKV_BAS_PO","bas.baswekelijks_ass",34,8006,"DetecteerPakbon","wekelijks","Afgebroken",61,"bestand",162,138,24,3,24-06-2023 06:00_27,24-06-2023 07:01_43
"OKV_BAS_PO","bas.baswekelijks_ass",34,8006,"MasterBestandHarnas","wekelijks","Afgebroken",62,"bestand",162,138,24,3,24-06-2023 06:00_19,24-06-2023 07:02_04
"OKV_BAS_PO","bas.baswekelijks_ass",34,8006,"PlatBestandHarnas","wekelijks","Afgebroken",62,"bestand",162,138,24,3,24-06-2023 06:00_22,24-06-2023 07:01_54
"OKV_STORAGE_PO","storage.storagedagelijks",71,8003,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,24-06-2023 00:07_55,24-06-2023 00:07_55
"OKV_STORAGE_PO","storage.storagedagelijks",71,7996,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,23-06-2023 00:08_30,23-06-2023 00:08_30
"OKV_STORAGE_PO","storage.storagedagelijks",71,7972,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,22-06-2023 00:07_37,22-06-2023 00:07_37
"OKV_STORAGE_PO","storage.storagedagelijks",71,7964,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,21-06-2023 00:06_44,21-06-2023 00:06_44
"OKV_STORAGE_PO","storage.storagedagelijks",71,7939,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,20-06-2023 00:30_53,20-06-2023 00:30_53
"OKV_STORAGE_PO","storage.storagedagelijks",71,7888,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,19-06-2023 00:05_36,19-06-2023 00:05_36
"OKV_STORAGE_PO","storage.storagedagelijks",71,7885,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,18-06-2023 00:07_17,18-06-2023 00:07_17
"OKV_BAS_PO","bas.baswekelijks_ass",34,7884,"DetecteerPakbon","wekelijks","Afgebroken",1,"bestand",162,138,24,3,17-06-2023 06:00_27,17-06-2023 06:01_41
"OKV_BAS_PO","bas.baswekelijks_ass",34,7884,"MasterBestandHarnas","wekelijks","Afgebroken",2,"bestand",162,138,24,3,17-06-2023 06:00_20,17-06-2023 06:02_01
"OKV_BAS_PO","bas.baswekelijks_ass",34,7884,"PlatBestandHarnas","wekelijks","Afgebroken",1,"bestand",162,138,24,3,17-06-2023 06:00_23,17-06-2023 06:01_51
"OKV_WWO_PO","wwo.wwodagelijks",100,7881,"DBLinkHarnas","Dagelijks","Afgebroken",0,"databaselink",44,38,6,3,17-06-2023 02:02_07,17-06-2023 02:02_07
"OKV_WWO_PO","wwo.wwodagelijks",100,7881,"DetecteerSignaal","Dagelijks","Afgebroken",1,"databaselink",44,38,6,3,17-06-2023 02:00_37,17-06-2023 02:01_55
"OKV_WWO_PO","wwo.wwodagelijks",100,7881,"MasterDBLinkHarnas","Dagelijks","Afgebroken",2,"databaselink",44,38,6,3,17-06-2023 02:00_26,17-06-2023 02:02_18
"OKV_STORAGE_PO","storage.storagedagelijks",71,7880,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,17-06-2023 00:05_54,17-06-2023 00:05_54
"OKV_STORAGE_PO","storage.storagedagelijks",71,7878,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,16-06-2023 00:06_39,16-06-2023 00:06_39
"OKV_STORAGE_PO","storage.storagedagelijks",71,7875,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,15-06-2023 00:05_09,15-06-2023 00:05_09
"OKV_STORAGE_PO","storage.storagedagelijks",71,7865,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,14-06-2023 00:05_45,14-06-2023 00:05_45
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7863,"LadenBestanden","weekdagelijks om 02:00 Uur","Afgebroken",18964,"bestand",426,157,269,4,13-06-2023 18:26_51,26-06-2023 22:30_52
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7863,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,4,26-06-2023 22:32_23,26-06-2023 22:32_23
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7863,"MasterBestandHarnas","weekdagelijks om 02:00 Uur","Afgebroken",18972,"bestand",426,157,269,4,13-06-2023 18:24_21,26-06-2023 22:36_20
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7863,"PlatBestandHarnas","weekdagelijks om 02:00 Uur","Afgebroken",18968,"bestand",426,157,269,4,13-06-2023 18:24_24,26-06-2023 22:32_08
"OKV_RESAFASA_PO","rf.brutos",38,7860,"DetecteerResafasaPakbon","dagelijks","Afgebroken",146,"bestand",586,542,44,3,13-06-2023 03:45_26,13-06-2023 06:11_42
"OKV_RESAFASA_PO","rf.brutos",38,7860,"MasterBestandHarnasResafasa","dagelijks","Afgebroken",147,"bestand",586,542,44,3,13-06-2023 03:45_18,13-06-2023 06:12_01
"OKV_RESAFASA_PO","rf.brutos",38,7860,"ResafasaPlatBestandHarnas","dagelijks","Afgebroken",147,"bestand",586,542,44,3,13-06-2023 03:45_21,13-06-2023 06:11_51
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7858,"DetecteerPakbon","weekdagelijks om 02:00 Uur","Afgebroken",61,"bestand",426,157,269,3,13-06-2023 02:00_27,13-06-2023 03:01_40
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7858,"MasterBestandHarnas","weekdagelijks om 02:00 Uur","Afgebroken",62,"bestand",426,157,269,3,13-06-2023 02:00_19,13-06-2023 03:01_59
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7858,"PlatBestandHarnas","weekdagelijks om 02:00 Uur","Afgebroken",61,"bestand",426,157,269,3,13-06-2023 02:00_22,13-06-2023 03:01_50
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,7857,"DetecteerPakbon","dagelijks","Afgebroken",9522,"bestand",772,737,35,3,13-06-2023 02:00_28,19-06-2023 16:42_36
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,7857,"MasterBestandHarnas","dagelijks","Afgebroken",9533,"bestand",772,737,35,3,13-06-2023 02:00_19,19-06-2023 16:53_27
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,7857,"PlatBestandHarnas","dagelijks","Afgebroken",9527,"bestand",772,737,35,3,13-06-2023 02:00_22,19-06-2023 16:47_18
"OKV_STORAGE_PO","storage.storagedagelijks",71,7856,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,13-06-2023 00:05_01,13-06-2023 00:05_01
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7849,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,12-06-2023 02:06_03,12-06-2023 02:06_03
"OKV_STORAGE_PO","storage.storagedagelijks",71,7848,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,12-06-2023 00:05_15,12-06-2023 00:05_15
"OKV_STORAGE_PO","storage.storagedagelijks",71,7846,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,11-06-2023 00:06_20,11-06-2023 00:06_20
"OKV_STORAGE_PO","storage.storagedagelijks",71,7841,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,10-06-2023 00:04_46,10-06-2023 00:04_46
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7836,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,09-06-2023 02:04_04,09-06-2023 02:04_04
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,7835,"DetecteerPakbon","dagelijks","Afgebroken",360,"bestand",772,737,35,3,09-06-2023 02:00_31,09-06-2023 08:00_46
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,7835,"MasterBestandHarnas","dagelijks","Afgebroken",361,"bestand",772,737,35,3,09-06-2023 02:00_21,09-06-2023 08:01_06
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,7835,"PlatBestandHarnas","dagelijks","Afgebroken",361,"bestand",772,737,35,3,09-06-2023 02:00_26,09-06-2023 08:00_56
"OKV_STORAGE_PO","storage.storagedagelijks",71,7834,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,09-06-2023 00:04_34,09-06-2023 00:04_34
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7824,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,08-06-2023 02:05_38,08-06-2023 02:05_38
"OKV_STORAGE_PO","storage.storagedagelijks",71,7822,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,08-06-2023 00:04_52,08-06-2023 00:04_52
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7818,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,07-06-2023 02:04_43,07-06-2023 02:04_43
"OKV_STORAGE_PO","storage.storagedagelijks",71,7816,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,07-06-2023 00:05_00,07-06-2023 00:05_00
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7804,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,06-06-2023 02:07_11,06-06-2023 02:07_11
"OKV_STORAGE_PO","storage.storagedagelijks",71,7803,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,06-06-2023 00:07_00,06-06-2023 00:07_00
"OKV_RESAFASA_PO","rf.brutos",38,7800,"ControlerenResafasaPakbon","dagelijks","Afgebroken",0,"bestand",586,542,44,3,05-06-2023 13:16_28,05-06-2023 13:16_47
"OKV_RESAFASA_PO","rf.brutos",38,7800,"MasterBestandHarnasResafasa","dagelijks","Afgebroken",2,"bestand",586,542,44,3,05-06-2023 13:15_04,05-06-2023 13:17_13
"OKV_RESAFASA_PO","rf.brutos",38,7800,"ResafasaPlatBestandHarnas","dagelijks","Afgebroken",2,"bestand",586,542,44,3,05-06-2023 13:15_08,05-06-2023 13:17_03
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7796,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,05-06-2023 02:05_45,05-06-2023 02:05_45
"OKV_STORAGE_PO","storage.storagedagelijks",71,7795,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,05-06-2023 00:05_02,05-06-2023 00:05_02
"OKV_STORAGE_PO","storage.storagedagelijks",71,7779,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,04-06-2023 00:06_17,04-06-2023 00:06_17
"OKV_STORAGE_PO","storage.storagedagelijks",71,7776,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,03-06-2023 00:04_56,03-06-2023 00:04_56
"OKV_RESAFASA_PO","rf.brutos",38,7773,"DetecteerResafasaPakbon","dagelijks","Afgebroken",145,"bestand",586,542,44,3,02-06-2023 11:21_34,02-06-2023 13:47_02
"OKV_RESAFASA_PO","rf.brutos",38,7773,"MasterBestandHarnasResafasa","dagelijks","Afgebroken",146,"bestand",586,542,44,3,02-06-2023 11:21_27,02-06-2023 13:47_23
"OKV_RESAFASA_PO","rf.brutos",38,7773,"ResafasaPlatBestandHarnas","dagelijks","Afgebroken",146,"bestand",586,542,44,3,02-06-2023 11:21_29,02-06-2023 13:47_13
"OKV_RESAFASA_PO","rf.brutos",38,7771,"ControlerenResafasaPakbon","dagelijks","Afgebroken",0,"bestand",586,542,44,3,02-06-2023 03:46_28,02-06-2023 03:46_45
"OKV_RESAFASA_PO","rf.brutos",38,7771,"MasterBestandHarnasResafasa","dagelijks","Afgebroken",2,"bestand",586,542,44,3,02-06-2023 03:45_15,02-06-2023 03:47_10
"OKV_RESAFASA_PO","rf.brutos",38,7771,"ResafasaPlatBestandHarnas","dagelijks","Afgebroken",2,"bestand",586,542,44,3,02-06-2023 03:45_18,02-06-2023 03:46_59
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7769,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,02-06-2023 02:04_15,02-06-2023 02:04_15
"OKV_STORAGE_PO","storage.storagedagelijks",71,7767,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,02-06-2023 00:04_27,02-06-2023 00:04_27
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7759,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,01-06-2023 02:05_44,01-06-2023 02:05_44
"OKV_STORAGE_PO","storage.storagedagelijks",71,7757,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,01-06-2023 00:05_16,01-06-2023 00:05_16
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7751,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,31-05-2023 02:05_27,31-05-2023 02:05_27
"OKV_STORAGE_PO","storage.storagedagelijks",71,7750,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,31-05-2023 00:05_46,31-05-2023 00:05_46
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7746,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,30-05-2023 02:04_25,30-05-2023 02:04_25
"OKV_STORAGE_PO","storage.storagedagelijks",71,7744,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,30-05-2023 00:05_16,30-05-2023 00:05_16
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7739,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,29-05-2023 02:05_37,29-05-2023 02:05_37
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7729,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,26-05-2023 02:05_31,26-05-2023 02:05_31
"OKV_STORAGE_PO","storage.storagedagelijks",71,7726,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,25-05-2023 09:32_53,25-05-2023 09:32_53
"OKV_STORAGE_PO","storage.storagedagelijks",71,7724,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,25-05-2023 09:25_14,25-05-2023 09:25_14
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7721,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,25-05-2023 02:04_48,25-05-2023 02:04_48
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7715,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,24-05-2023 02:05_38,24-05-2023 02:05_38
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7713,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,23-05-2023 23:08_21,23-05-2023 23:08_21
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7711,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,23-05-2023 22:59_44,23-05-2023 22:59_44
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7704,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,23-05-2023 22:34_16,23-05-2023 22:34_16
"OKV_STORAGE_PO","storage.storagedagelijks",71,7701,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,23-05-2023 22:23_37,23-05-2023 22:23_37
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7699,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,23-05-2023 22:23_23,23-05-2023 22:23_23
"OKV_STORAGE_PO","storage.storagedagelijks",71,7696,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,23-05-2023 22:13_26,23-05-2023 22:13_26
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7693,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,23-05-2023 22:11_00,23-05-2023 22:11_00
"OKV_STORAGE_PO","storage.storagedagelijks",71,7691,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,23-05-2023 22:02_41,23-05-2023 22:02_41
"OKV_STORAGE_PO","storage.storagedagelijks",71,7689,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,23-05-2023 20:54_53,23-05-2023 20:54_53
"OKV_STORAGE_PO","storage.storagedagelijks",71,7688,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,23-05-2023 20:46_27,23-05-2023 20:46_27
"OKV_STORAGE_PO","storage.storagedagelijks",71,7687,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,23-05-2023 20:38_50,23-05-2023 20:38_50
"OKV_STORAGE_PO","storage.storagedagelijks",71,7684,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,23-05-2023 20:25_51,23-05-2023 20:25_51
"OKV_STORAGE_PO","storage.storagedagelijks",71,7682,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,23-05-2023 20:10_55,23-05-2023 20:10_55
"OKV_STORAGE_PO","storage.storagedagelijks",71,7680,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,23-05-2023 19:57_07,23-05-2023 19:57_07
"OKV_STORAGE_PO","storage.storagedagelijks",71,7677,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,23-05-2023 19:35_52,23-05-2023 19:35_52
"OKV_STORAGE_PO","storage.storagedagelijks",71,7676,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,23-05-2023 18:35_01,23-05-2023 18:35_01
"OKV_STORAGE_PO","storage.storagedagelijks",71,7673,"ControlerenPakbon","Dagelijks","Afgebroken",0,"bestand",504,166,338,3,23-05-2023 18:23_22,23-05-2023 18:23_50
"OKV_STORAGE_PO","storage.storagedagelijks",71,7673,"MasterBestandHarnas","Dagelijks","Afgebroken",2,"bestand",504,166,338,3,23-05-2023 18:22_35,23-05-2023 18:24_23
"OKV_STORAGE_PO","storage.storagedagelijks",71,7673,"PlatBestandHarnas","Dagelijks","Afgebroken",2,"bestand",504,166,338,3,23-05-2023 18:22_38,23-05-2023 18:24_11
"OKV_STORAGE_PO","storage.storagedagelijks",71,7672,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,23-05-2023 18:18_26,23-05-2023 18:18_26
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7659,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,23-05-2023 02:04_21,23-05-2023 02:04_21
"OKV_RESAFASA_PO","rf.brutos",38,7656,"ControlerenResafasaPakbon","dagelijks","Afgebroken",0,"bestand",586,542,44,3,22-05-2023 11:38_42,22-05-2023 11:39_04
"OKV_RESAFASA_PO","rf.brutos",38,7656,"MasterBestandHarnasResafasa","dagelijks","Afgebroken",4,"bestand",586,542,44,3,22-05-2023 11:35_30,22-05-2023 11:39_36
"OKV_RESAFASA_PO","rf.brutos",38,7656,"ResafasaPlatBestandHarnas","dagelijks","Afgebroken",4,"bestand",586,542,44,3,22-05-2023 11:35_34,22-05-2023 11:39_23
"OKV_WWO_PO","wwo.wwodagelijks",100,7654,"DBLinkHarnas","Dagelijks","Afgebroken",0,"databaselink",44,38,6,4,22-05-2023 12:00_37,22-05-2023 12:00_37
"OKV_WWO_PO","wwo.wwodagelijks",100,7654,"Laad dblink staging","Dagelijks","Afgebroken",0,"databaselink",44,38,6,4,22-05-2023 12:00_25,22-05-2023 12:00_25
"OKV_WWO_PO","wwo.wwodagelijks",100,7654,"LaadDblinkStaging","Dagelijks","Afgebroken",28,"databaselink",44,38,6,4,22-05-2023 11:32_33,22-05-2023 12:00_21
"OKV_WWO_PO","wwo.wwodagelijks",100,7654,"MasterDBLinkHarnas","Dagelijks","Afgebroken",43,"databaselink",44,38,6,4,22-05-2023 11:17_37,22-05-2023 12:00_49
"OKV_WWO_PO","wwo.wwodagelijks",100,7647,"DBLinkHarnas","Dagelijks","Afgebroken",0,"databaselink",44,38,6,5,17-05-2023 11:52_26,17-05-2023 11:52_26
"OKV_WWO_PO","wwo.wwodagelijks",100,7647,"Laad dblink staging","Dagelijks","Afgebroken",0,"databaselink",44,38,6,5,17-05-2023 11:51_33,17-05-2023 11:51_33
"OKV_WWO_PO","wwo.wwodagelijks",100,7647,"LaadDblinkStaging","Dagelijks","Afgebroken",31,"databaselink",44,38,6,5,17-05-2023 11:20_04,17-05-2023 11:51_29
"OKV_WWO_PO","wwo.wwodagelijks",100,7647,"LaadStagingTabel","Dagelijks","Afgebroken",31,"databaselink",44,38,6,5,17-05-2023 11:20_12,17-05-2023 11:51_24
"OKV_WWO_PO","wwo.wwodagelijks",100,7647,"MasterDBLinkHarnas","Dagelijks","Afgebroken",48,"databaselink",44,38,6,5,17-05-2023 11:04_33,17-05-2023 11:52_48
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7643,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,16-05-2023 22:40_01,16-05-2023 22:40_01
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7642,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,16-05-2023 22:29_20,16-05-2023 22:29_20
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7641,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,16-05-2023 22:18_52,16-05-2023 22:18_52
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7640,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,16-05-2023 21:28_30,16-05-2023 21:28_30
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7638,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,16-05-2023 18:55_30,16-05-2023 18:55_30
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7637,"ControlerenPakbon","weekdagelijks om 02:00 Uur","Afgebroken",1,"bestand",426,157,269,3,16-05-2023 18:33_17,16-05-2023 18:34_19
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7637,"MasterBestandHarnas","weekdagelijks om 02:00 Uur","Afgebroken",3,"bestand",426,157,269,3,16-05-2023 18:32_22,16-05-2023 18:35_12
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7637,"PlatBestandHarnas","weekdagelijks om 02:00 Uur","Afgebroken",3,"bestand",426,157,269,3,16-05-2023 18:32_25,16-05-2023 18:34_55
"OKV_BAS_PO","bas.baswekelijks_saf",36,7634,"LadenBestanden","wekelijks","Afgebroken",14101,"bestand",154,145,9,3,16-05-2023 17:48_36,26-05-2023 12:49_28
"OKV_BAS_PO","bas.baswekelijks_saf",36,7634,"MasterBestandHarnas","wekelijks","Afgebroken",14103,"bestand",154,145,9,3,16-05-2023 17:46_30,26-05-2023 12:49_55
"OKV_BAS_PO","bas.baswekelijks_saf",36,7634,"PlatBestandHarnas","wekelijks","Afgebroken",14103,"bestand",154,145,9,3,16-05-2023 17:46_33,26-05-2023 12:49_44
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,7625,"BronzoneHarnas","dagelijks","Afgebroken",4,"bestand",772,737,35,3,16-05-2023 14:00_56,16-05-2023 14:05_24
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,7625,"LadenBronzone","dagelijks","Afgebroken",1,"bestand",772,737,35,3,16-05-2023 14:04_05,16-05-2023 14:05_08
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,7625,"MasterBestandHarnas","dagelijks","Afgebroken",11,"bestand",772,737,35,3,16-05-2023 13:54_57,16-05-2023 14:05_39
"OKV_UPA_PO","upa.upadagelijks",53,7616,"DetecteerPakbon","dagelijks, alleen op werkdagen","Afgebroken",2,"bestand",507,476,31,3,16-05-2023 12:19_51,16-05-2023 12:22_07
"OKV_UPA_PO","upa.upadagelijks",53,7616,"MasterBestandHarnas","dagelijks, alleen op werkdagen","Afgebroken",3,"bestand",507,476,31,3,16-05-2023 12:19_42,16-05-2023 12:22_33
"OKV_UPA_PO","upa.upadagelijks",53,7616,"PlatBestandHarnas","dagelijks, alleen op werkdagen","Afgebroken",3,"bestand",507,476,31,3,16-05-2023 12:19_45,16-05-2023 12:22_20
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,7555,"BronzoneHarnas","dagelijks","Afgebroken",2,"bestand",772,737,35,3,09-05-2023 02:02_56,09-05-2023 02:05_25
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,7555,"LadenBronzone","dagelijks","Afgebroken",1,"bestand",772,737,35,3,09-05-2023 02:04_35,09-05-2023 02:05_13
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,7555,"MasterBestandHarnas","dagelijks","Afgebroken",5,"bestand",772,737,35,3,09-05-2023 02:00_15,09-05-2023 02:05_30
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,7554,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,09-05-2023 02:02_55,09-05-2023 02:02_55
